"order_id"	"item_id"	"product_id"	"quantity"	"unit_price"
"14"	"4"	"114"	"40"	"82061"
"14"	"5"	"239"	"125"	"73999"
"14"	"6"	"188"	"79"	"48249"
"14"	"7"	"113"	"32"	"70499"
"14"	"8"	"238"	"64"	"74178"
"15"	"1"	"287"	"60"	"32999"
"15"	"2"	"154"	"67"	"120498"
"15"	"3"	"246"	"133"	"34399"
"15"	"4"	"239"	"71"	"73999"
"15"	"5"	"230"	"92"	"13669"
"15"	"6"	"253"	"83"	"57999"
"15"	"7"	"83"	"118"	"82999"
"15"	"8"	"241"	"77"	"1756"
"16"	"1"	"166"	"70"	"163889"
"16"	"2"	"155"	"106"	"58895"
"16"	"3"	"235"	"56"	"4199"
"16"	"4"	"95"	"42"	"10999"
"16"	"5"	"45"	"80"	"250169"
"16"	"6"	"131"	"53"	"27999"
"16"	"7"	"256"	"44"	"2699"
"16"	"8"	"138"	"142"	"64599"
"16"	"9"	"135"	"76"	"12788"
"17"	"1"	"149"	"51"	"28298"
"18"	"1"	"213"	"105"	"146996"
"18"	"2"	"226"	"57"	"30985"
"18"	"3"	"93"	"83"	"211672"
"18"	"4"	"91"	"141"	"225999"
"18"	"5"	"87"	"103"	"75999"
"18"	"6"	"259"	"60"	"8072"
"18"	"7"	"188"	"133"	"48249"
"18"	"8"	"136"	"32"	"82699"
"19"	"1"	"38"	"53"	"119999"
"19"	"2"	"24"	"62"	"6689"
"19"	"3"	"23"	"142"	"8989"
"19"	"4"	"259"	"46"	"8072"
"19"	"5"	"107"	"106"	"644"
"19"	"6"	"103"	"105"	"80999"
"19"	"7"	"30"	"94"	"6452"
"19"	"8"	"91"	"130"	"225999"
"19"	"9"	"63"	"83"	"57296"
"19"	"10"	"200"	"93"	"62095"
"20"	"1"	"126"	"105"	"64099"
"20"	"2"	"41"	"78"	"29989"
"21"	"1"	"36"	"79"	"129999"
"21"	"2"	"101"	"146"	"63599"
"21"	"3"	"250"	"120"	"33899"
"21"	"4"	"1"	"135"	"64099"
"22"	"1"	"83"	"44"	"82999"
"22"	"2"	"116"	"45"	"73199"
"22"	"3"	"24"	"77"	"6689"
"22"	"4"	"288"	"44"	"31999"
"22"	"5"	"160"	"59"	"190873"
"22"	"6"	"56"	"43"	"1699"
"22"	"7"	"17"	"60"	"69901"
"22"	"8"	"222"	"99"	"75498"
"22"	"9"	"8"	"89"	"60199"
"22"	"10"	"90"	"95"	"75999"
"22"	"11"	"234"	"144"	"15099"
"22"	"12"	"108"	"45"	"84999"
"22"	"13"	"281"	"73"	"86498"
"23"	"1"	"202"	"104"	"71399"
"23"	"2"	"190"	"50"	"94899"
"23"	"3"	"210"	"80"	"102999"
"23"	"4"	"116"	"74"	"73199"
"23"	"5"	"5"	"59"	"229079"
"23"	"6"	"169"	"40"	"184489"
"23"	"7"	"286"	"36"	"234"
"23"	"8"	"241"	"126"	"1756"
"23"	"9"	"14"	"86"	"70499"
"23"	"10"	"187"	"110"	"35398"
"24"	"1"	"121"	"129"	"72199"
"24"	"2"	"227"	"61"	"305"
"24"	"3"	"47"	"51"	"237709"
"24"	"4"	"24"	"59"	"6689"
"24"	"5"	"41"	"83"	"29989"
"24"	"6"	"276"	"99"	"116399"
"25"	"1"	"43"	"109"	"29898"
"25"	"2"	"239"	"119"	"73999"
"25"	"3"	"29"	"65"	"64599"
"25"	"4"	"209"	"80"	"119999"
"25"	"5"	"235"	"45"	"4199"
"25"	"6"	"28"	"85"	"47999"
"25"	"7"	"135"	"132"	"12788"
"25"	"8"	"2"	"65"	"255499"
"26"	"1"	"200"	"114"	"62095"
"26"	"2"	"186"	"92"	"144998"
"26"	"3"	"279"	"71"	"131899"
"26"	"4"	"164"	"78"	"1850"
"26"	"5"	"151"	"36"	"28197"
"27"	"1"	"71"	"38"	"660"
"27"	"2"	"141"	"77"	"41999"
"27"	"3"	"68"	"96"	"76611"
"27"	"4"	"263"	"95"	"8999"
"27"	"5"	"118"	"122"	"69989"
"27"	"6"	"29"	"133"	"64599"
"27"	"7"	"155"	"51"	"58895"
"27"	"8"	"71"	"127"	"660"
"27"	"9"	"93"	"132"	"211672"
"27"	"10"	"150"	"58"	"28198"
"27"	"11"	"116"	"67"	"73199"
"27"	"12"	"92"	"105"	"2200"
"27"	"13"	"111"	"102"	"82737"
"28"	"1"	"31"	"61"	"44372"
"28"	"2"	"121"	"120"	"72199"
"28"	"3"	"41"	"56"	"29989"
"28"	"4"	"208"	"139"	"119999"
"28"	"5"	"27"	"99"	"80074"
"28"	"6"	"210"	"120"	"102999"
"28"	"7"	"54"	"131"	"101999"
"28"	"8"	"40"	"105"	"29989"
"29"	"1"	"7"	"38"	"68099"
"29"	"2"	"82"	"62"	"149989"
"29"	"3"	"268"	"118"	"4788"
"29"	"4"	"141"	"32"	"41999"
"29"	"5"	"258"	"137"	"5798"
"29"	"6"	"30"	"75"	"6452"
"29"	"7"	"166"	"103"	"163889"
"29"	"8"	"10"	"81"	"81199"
"29"	"9"	"233"	"71"	"5999"
"29"	"10"	"76"	"62"	"62999"
"29"	"11"	"115"	"52"	"69999"
"30"	"1"	"235"	"70"	"4199"
"30"	"2"	"200"	"137"	"62095"
"30"	"3"	"260"	"37"	"26799"
"30"	"4"	"237"	"50"	"74498"
"30"	"5"	"43"	"68"	"29898"
"30"	"6"	"4"	"82"	"269999"
"30"	"7"	"155"	"64"	"58895"
"31"	"1"	"101"	"68"	"63599"
"31"	"2"	"176"	"97"	"93949"
"31"	"3"	"191"	"147"	"57399"
"31"	"4"	"226"	"34"	"30985"
"31"	"5"	"79"	"56"	"65999"
"31"	"6"	"171"	"103"	"38298"
"32"	"1"	"251"	"83"	"33781"
"32"	"2"	"142"	"130"	"299889"
"32"	"3"	"73"	"134"	"799"
"32"	"4"	"30"	"105"	"6452"
"32"	"5"	"85"	"148"	"127499"
"32"	"6"	"102"	"147"	"204269"
"33"	"1"	"55"	"93"	"15099"
"33"	"2"	"153"	"33"	"1249"
"33"	"3"	"217"	"67"	"40198"
"33"	"4"	"55"	"93"	"15099"
"33"	"5"	"62"	"84"	"78979"
"33"	"6"	"190"	"70"	"94899"
"33"	"7"	"18"	"41"	"799"
"33"	"8"	"13"	"75"	"70499"
"34"	"1"	"185"	"141"	"87398"
"34"	"2"	"131"	"113"	"27999"
"34"	"3"	"39"	"100"	"30199"
"34"	"4"	"143"	"106"	"40299"
"34"	"5"	"68"	"37"	"76611"
"34"	"6"	"101"	"62"	"63599"
"35"	"1"	"174"	"133"	"79826"
"35"	"2"	"70"	"134"	"71099"
"35"	"3"	"211"	"87"	"106499"
"35"	"4"	"41"	"79"	"29989"
"35"	"5"	"186"	"41"	"144998"
"36"	"1"	"204"	"45"	"68699"
"36"	"2"	"101"	"105"	"63599"
"36"	"3"	"100"	"102"	"9788"
"36"	"4"	"10"	"72"	"81199"
"36"	"5"	"255"	"143"	"9099"
"36"	"6"	"205"	"33"	"64999"
"36"	"7"	"152"	"45"	"28098"
"36"	"8"	"141"	"144"	"41999"
"37"	"1"	"35"	"150"	"131499"
"37"	"2"	"67"	"129"	"86305"
"37"	"3"	"147"	"100"	"28398"
"38"	"1"	"71"	"90"	"660"
"38"	"2"	"169"	"52"	"184489"
"38"	"3"	"264"	"89"	"8899"
"38"	"4"	"61"	"59"	"4873"
"38"	"5"	"209"	"149"	"119999"
"38"	"6"	"278"	"76"	"67799"
"38"	"7"	"49"	"139"	"149999"
"39"	"1"	"186"	"116"	"144998"
"39"	"2"	"153"	"108"	"1249"
"39"	"3"	"109"	"33"	"71399"
"39"	"4"	"53"	"128"	"100398"
"39"	"5"	"38"	"144"	"119999"
"39"	"6"	"20"	"112"	"71999"
"39"	"7"	"185"	"101"	"87398"
"39"	"8"	"179"	"102"	"31267"
"39"	"9"	"144"	"125"	"28979"
"40"	"1"	"141"	"106"	"41999"
"40"	"2"	"101"	"131"	"63599"
"40"	"3"	"250"	"131"	"33899"
"40"	"4"	"230"	"80"	"13669"
"40"	"5"	"98"	"149"	"206499"
"40"	"6"	"273"	"82"	"44364"
"40"	"7"	"258"	"99"	"5798"
"40"	"8"	"31"	"30"	"44372"
"40"	"9"	"170"	"31"	"38398"
"40"	"10"	"215"	"36"	"82989"
"40"	"11"	"184"	"88"	"99999"
"41"	"1"	"268"	"80"	"4788"
"41"	"2"	"219"	"82"	"129973"
"41"	"3"	"69"	"86"	"67875"
"41"	"4"	"258"	"49"	"5798"
"41"	"5"	"179"	"83"	"31267"
"41"	"6"	"287"	"112"	"32999"
"41"	"7"	"25"	"101"	"10488"
"41"	"8"	"21"	"31"	"74999"
"41"	"9"	"55"	"61"	"15099"
"42"	"1"	"34"	"45"	"41798"
"42"	"2"	"10"	"147"	"81199"
"42"	"3"	"249"	"76"	"266072"
"42"	"4"	"213"	"103"	"146996"
"42"	"5"	"252"	"85"	"49999"
"42"	"6"	"78"	"47"	"68699"
"42"	"7"	"139"	"149"	"6592"
"43"	"1"	"67"	"74"	"86305"
"43"	"2"	"287"	"66"	"32999"
"43"	"3"	"110"	"94"	"319297"
"43"	"4"	"105"	"86"	"279999"
"43"	"5"	"86"	"114"	"80498"
"43"	"6"	"235"	"86"	"4199"
"43"	"7"	"1"	"57"	"64099"
"43"	"8"	"169"	"73"	"184489"
"44"	"1"	"220"	"118"	"75999"
"44"	"2"	"215"	"148"	"82989"
"44"	"3"	"271"	"37"	"54959"
"44"	"4"	"158"	"100"	"200946"
"45"	"1"	"74"	"43"	"70195"
"45"	"2"	"66"	"126"	"39999"
"45"	"3"	"68"	"88"	"76611"
"46"	"1"	"120"	"51"	"892"
"46"	"2"	"4"	"112"	"269999"
"46"	"3"	"187"	"86"	"35398"
"46"	"4"	"264"	"104"	"8899"
"46"	"5"	"181"	"94"	"99999"
"46"	"6"	"60"	"80"	"5999"
"46"	"7"	"155"	"114"	"58895"
"46"	"8"	"123"	"116"	"317744"
"46"	"9"	"2"	"65"	"255499"
"46"	"10"	"214"	"91"	"100979"
"46"	"11"	"89"	"119"	"74999"
"47"	"1"	"178"	"73"	"199989"
"47"	"2"	"55"	"107"	"15099"
"47"	"3"	"65"	"99"	"119999"
"47"	"4"	"33"	"98"	"5265"
"47"	"5"	"149"	"123"	"28298"
"48"	"1"	"165"	"46"	"166661"
"48"	"2"	"158"	"98"	"200946"
"49"	"1"	"172"	"104"	"35849"
"50"	"1"	"215"	"49"	"82989"
"51"	"1"	"21"	"34"	"74999"
"51"	"2"	"7"	"64"	"68099"
"52"	"1"	"235"	"123"	"4199"
"53"	"1"	"100"	"130"	"9788"
"53"	"2"	"168"	"89"	"4399"
"53"	"3"	"9"	"106"	"89999"
"53"	"4"	"177"	"96"	"175999"
"54"	"1"	"208"	"73"	"119999"
"54"	"2"	"4"	"136"	"269999"
"54"	"3"	"68"	"134"	"76611"
"55"	"1"	"102"	"127"	"204269"
"55"	"2"	"32"	"70"	"46999"
"55"	"3"	"260"	"79"	"26799"
"56"	"1"	"84"	"70"	"4403"
"57"	"1"	"224"	"75"	"34999"
"57"	"2"	"177"	"110"	"175999"
"57"	"3"	"238"	"122"	"74178"
"57"	"4"	"164"	"114"	"1850"
"57"	"5"	"132"	"77"	"55499"
"57"	"6"	"164"	"44"	"1850"
"58"	"1"	"64"	"55"	"52599"
"58"	"2"	"120"	"32"	"892"
"58"	"3"	"113"	"73"	"70499"
"58"	"4"	"186"	"70"	"144998"
"58"	"5"	"62"	"143"	"78979"
"58"	"6"	"213"	"77"	"146996"
"58"	"7"	"108"	"49"	"84999"
"58"	"8"	"157"	"65"	"38899"
"58"	"9"	"136"	"134"	"82699"
"58"	"10"	"163"	"31"	"189999"
"58"	"11"	"152"	"51"	"28098"
"58"	"12"	"62"	"148"	"78979"
"59"	"1"	"178"	"101"	"199989"
"59"	"2"	"166"	"34"	"163889"
"59"	"3"	"118"	"105"	"69989"
"59"	"4"	"47"	"138"	"237709"
"59"	"5"	"203"	"117"	"67138"
"59"	"6"	"154"	"126"	"120498"
"59"	"7"	"152"	"82"	"28098"
"59"	"8"	"287"	"96"	"32999"
"59"	"9"	"154"	"82"	"120498"
"60"	"1"	"205"	"74"	"64999"
"60"	"2"	"13"	"138"	"70499"
"60"	"3"	"272"	"144"	"107399"
"60"	"4"	"92"	"125"	"2200"
"60"	"5"	"278"	"114"	"67799"
"60"	"6"	"51"	"79"	"226999"
"60"	"7"	"189"	"146"	"649"
"61"	"1"	"174"	"114"	"79826"
"61"	"2"	"56"	"75"	"1699"
"61"	"3"	"146"	"59"	"28398"
"61"	"4"	"34"	"71"	"41798"
"61"	"5"	"15"	"32"	"72599"
"61"	"6"	"5"	"50"	"229079"
"61"	"7"	"52"	"45"	"167698"
"62"	"1"	"188"	"130"	"48249"
"63"	"1"	"70"	"72"	"71099"
"63"	"2"	"54"	"47"	"101999"
"64"	"1"	"199"	"61"	"64799"
"64"	"2"	"126"	"52"	"64099"
"65"	"1"	"280"	"104"	"14988"
"65"	"2"	"113"	"83"	"70499"
"65"	"3"	"116"	"35"	"73199"
"65"	"4"	"248"	"42"	"277498"
"65"	"5"	"119"	"141"	"89999"
"65"	"6"	"262"	"118"	"144999"
"66"	"1"	"77"	"143"	"69599"
"66"	"2"	"218"	"40"	"138889"
"66"	"3"	"286"	"35"	"234"
"66"	"4"	"103"	"88"	"80999"
"66"	"5"	"174"	"66"	"79826"
"66"	"6"	"97"	"130"	"5987"
"66"	"7"	"49"	"78"	"149999"
"66"	"8"	"75"	"122"	"62404"
"66"	"9"	"279"	"90"	"131899"
"67"	"1"	"287"	"61"	"32999"
"67"	"2"	"144"	"121"	"28979"
"67"	"3"	"167"	"94"	"101046"
"67"	"4"	"109"	"117"	"71399"
"67"	"5"	"80"	"129"	"56489"
"67"	"6"	"108"	"82"	"84999"
"67"	"7"	"78"	"124"	"68699"
"67"	"8"	"247"	"39"	"33999"
"67"	"9"	"91"	"138"	"225999"
"67"	"10"	"239"	"45"	"73999"
"68"	"1"	"163"	"98"	"189999"
"68"	"2"	"248"	"42"	"277498"
"68"	"3"	"183"	"50"	"89999"
"68"	"4"	"163"	"125"	"189999"
"68"	"5"	"108"	"150"	"84999"
"68"	"6"	"13"	"141"	"70499"
"68"	"7"	"189"	"139"	"649"
"68"	"8"	"204"	"56"	"68699"
"68"	"9"	"177"	"84"	"175999"
"69"	"1"	"206"	"57"	"4139"
"69"	"2"	"71"	"66"	"660"
"69"	"3"	"253"	"112"	"57999"
"69"	"4"	"82"	"58"	"149989"
"69"	"5"	"278"	"71"	"67799"
"69"	"6"	"3"	"46"	"79999"
"69"	"7"	"79"	"49"	"65999"
"69"	"8"	"169"	"67"	"184489"
"69"	"9"	"261"	"55"	"150499"
"70"	"1"	"185"	"146"	"87398"
"70"	"2"	"83"	"52"	"82999"
"70"	"3"	"102"	"84"	"204269"
"70"	"4"	"82"	"139"	"149989"
"70"	"5"	"124"	"106"	"59499"
"70"	"6"	"50"	"68"	"886799"
"70"	"7"	"32"	"132"	"46999"
"71"	"1"	"19"	"146"	"170437"
"71"	"2"	"241"	"38"	"1756"
"71"	"3"	"195"	"75"	"105599"
"72"	"1"	"129"	"101"	"73499"
"72"	"2"	"211"	"123"	"106499"
"72"	"3"	"273"	"145"	"44364"
"73"	"1"	"245"	"120"	"1699"
"73"	"2"	"35"	"130"	"131499"
"73"	"3"	"31"	"102"	"44372"
"73"	"4"	"45"	"54"	"250169"
"73"	"5"	"192"	"124"	"51999"
"74"	"1"	"104"	"97"	"8388"
"74"	"2"	"250"	"86"	"33899"
"74"	"3"	"242"	"61"	"175199"
"74"	"4"	"106"	"82"	"60895"
"74"	"5"	"3"	"101"	"79999"
"74"	"6"	"187"	"137"	"35398"
"74"	"7"	"27"	"92"	"80074"
"75"	"1"	"58"	"73"	"78498"
"75"	"2"	"187"	"74"	"35398"
"75"	"3"	"33"	"143"	"5265"
"75"	"4"	"142"	"115"	"299889"
"75"	"5"	"192"	"37"	"51999"
"75"	"6"	"95"	"81"	"10999"
"75"	"7"	"106"	"74"	"60895"
"75"	"8"	"24"	"82"	"6689"
"75"	"9"	"20"	"34"	"71999"
"75"	"10"	"72"	"86"	"58999"
"75"	"11"	"6"	"128"	"84999"
"76"	"1"	"109"	"92"	"71399"
"76"	"2"	"177"	"98"	"175999"
"76"	"3"	"163"	"134"	"189999"
"76"	"4"	"272"	"56"	"107399"
"76"	"5"	"89"	"133"	"74999"
"76"	"6"	"167"	"46"	"101046"
"76"	"7"	"196"	"125"	"109999"
"76"	"8"	"201"	"91"	"6535"
"76"	"9"	"155"	"78"	"58895"
"76"	"10"	"95"	"106"	"10999"
"77"	"1"	"203"	"65"	"67138"
"77"	"2"	"168"	"136"	"4399"
"77"	"3"	"218"	"143"	"138889"
"77"	"4"	"2"	"99"	"255499"
"77"	"5"	"271"	"148"	"54959"
"78"	"1"	"92"	"147"	"2200"
"78"	"2"	"169"	"50"	"184489"
"78"	"3"	"125"	"119"	"76899"
"78"	"4"	"200"	"87"	"62095"
"78"	"5"	"181"	"37"	"99999"
"78"	"6"	"206"	"145"	"4139"
"79"	"1"	"285"	"145"	"33999"
"79"	"2"	"265"	"53"	"143199"
"79"	"3"	"204"	"138"	"68699"
"79"	"4"	"63"	"146"	"57296"
"80"	"1"	"213"	"63"	"146996"
"81"	"1"	"128"	"133"	"74163"
"81"	"2"	"241"	"134"	"1756"
"81"	"3"	"69"	"104"	"67875"
"81"	"4"	"49"	"83"	"149999"
"81"	"5"	"55"	"144"	"15099"
"81"	"6"	"65"	"61"	"119999"
"81"	"7"	"79"	"127"	"65999"
"82"	"1"	"91"	"42"	"225999"
"82"	"2"	"107"	"71"	"644"
"82"	"3"	"254"	"121"	"11999"
"82"	"4"	"157"	"113"	"38899"
"82"	"5"	"48"	"59"	"12185"
"82"	"6"	"180"	"56"	"27999"
"82"	"7"	"70"	"31"	"71099"
"82"	"8"	"213"	"56"	"146996"
"82"	"9"	"284"	"138"	"5499"
"83"	"1"	"264"	"35"	"8899"
"83"	"2"	"196"	"54"	"109999"
"83"	"3"	"116"	"76"	"73199"
"83"	"4"	"261"	"106"	"150499"
"83"	"5"	"101"	"122"	"63599"
"83"	"6"	"233"	"86"	"5999"
"83"	"7"	"18"	"49"	"799"
"83"	"8"	"174"	"117"	"79826"
"84"	"1"	"106"	"137"	"60895"
"84"	"2"	"199"	"137"	"64799"
"84"	"3"	"269"	"147"	"75999"
"84"	"4"	"95"	"36"	"10999"
"84"	"5"	"87"	"119"	"75999"
"84"	"6"	"131"	"34"	"27999"
"85"	"1"	"155"	"114"	"58895"
"85"	"2"	"230"	"35"	"13669"
"86"	"1"	"202"	"46"	"71399"
"86"	"2"	"156"	"47"	"39499"
"86"	"3"	"287"	"45"	"32999"
"86"	"4"	"121"	"76"	"72199"
"87"	"1"	"47"	"123"	"237709"
"87"	"2"	"233"	"96"	"5999"
"87"	"3"	"130"	"119"	"11745"
"87"	"4"	"127"	"59"	"71999"
"87"	"5"	"265"	"74"	"143199"
"87"	"6"	"174"	"84"	"79826"
"87"	"7"	"7"	"66"	"68099"
"87"	"8"	"257"	"110"	"8495"
"87"	"9"	"121"	"142"	"72199"
"87"	"10"	"76"	"96"	"62999"
"87"	"11"	"271"	"58"	"54959"
"88"	"1"	"278"	"139"	"67799"
"88"	"2"	"11"	"106"	"201511"
"89"	"1"	"247"	"45"	"33999"
"89"	"2"	"102"	"84"	"204269"
"89"	"3"	"224"	"89"	"34999"
"89"	"4"	"253"	"126"	"57999"
"89"	"5"	"44"	"55"	"4937"
"89"	"6"	"122"	"140"	"72299"
"89"	"7"	"76"	"109"	"62999"
"89"	"8"	"151"	"127"	"28197"
"90"	"1"	"65"	"84"	"119999"
"90"	"2"	"64"	"60"	"52599"
"90"	"3"	"134"	"106"	"29572"
"90"	"4"	"93"	"146"	"211672"
"90"	"5"	"73"	"129"	"799"
"90"	"6"	"185"	"147"	"87398"
"90"	"7"	"250"	"125"	"33899"
"90"	"8"	"92"	"49"	"2200"
"91"	"1"	"122"	"89"	"72299"
"91"	"2"	"220"	"127"	"75999"
"91"	"3"	"266"	"83"	"141899"
"91"	"4"	"194"	"75"	"39742"
"91"	"5"	"272"	"111"	"107399"
"91"	"6"	"123"	"37"	"317744"
"91"	"7"	"118"	"113"	"69989"
"91"	"8"	"196"	"102"	"109999"
"91"	"9"	"43"	"44"	"29898"
"91"	"10"	"269"	"104"	"75999"
"91"	"11"	"226"	"77"	"30985"
"92"	"1"	"208"	"114"	"119999"
"92"	"2"	"34"	"126"	"41798"
"92"	"3"	"65"	"132"	"119999"
"92"	"4"	"110"	"111"	"319297"
"92"	"5"	"114"	"112"	"82061"
"92"	"6"	"164"	"91"	"1850"
"92"	"7"	"108"	"104"	"84999"
"93"	"1"	"257"	"70"	"8495"
"93"	"2"	"169"	"46"	"184489"
"93"	"3"	"251"	"30"	"33781"
"93"	"4"	"43"	"113"	"29898"
"93"	"5"	"121"	"141"	"72199"
"94"	"1"	"255"	"38"	"9099"
"94"	"2"	"186"	"146"	"144998"
"94"	"3"	"218"	"86"	"138889"
"94"	"4"	"80"	"133"	"56489"
"94"	"5"	"181"	"143"	"99999"
"94"	"6"	"4"	"111"	"269999"
"94"	"7"	"172"	"37"	"35849"
"94"	"8"	"258"	"73"	"5798"
"94"	"9"	"12"	"33"	"82498"
"95"	"1"	"52"	"138"	"167698"
"95"	"2"	"143"	"64"	"40299"
"95"	"3"	"271"	"69"	"54959"
"95"	"4"	"86"	"123"	"80498"
"95"	"5"	"107"	"76"	"644"
"95"	"6"	"71"	"135"	"660"
"96"	"1"	"260"	"34"	"26799"
"97"	"1"	"110"	"39"	"319297"
"97"	"2"	"207"	"82"	"325499"
"97"	"3"	"270"	"61"	"76999"
"97"	"4"	"33"	"67"	"5265"
"97"	"5"	"99"	"48"	"6806"
"97"	"6"	"219"	"132"	"129973"
"98"	"1"	"66"	"104"	"39999"
"98"	"2"	"48"	"44"	"12185"
"99"	"1"	"95"	"66"	"10999"
"99"	"2"	"118"	"37"	"69989"
"99"	"3"	"84"	"98"	"4403"
"99"	"4"	"36"	"71"	"129999"
"99"	"5"	"200"	"58"	"62095"
"99"	"6"	"1"	"43"	"64099"
"99"	"7"	"201"	"31"	"6535"
"99"	"8"	"102"	"101"	"204269"
"99"	"9"	"17"	"144"	"69901"
"100"	"1"	"280"	"70"	"14988"
"101"	"1"	"17"	"47"	"69901"
"101"	"2"	"113"	"134"	"70499"
"101"	"3"	"135"	"134"	"12788"
"101"	"4"	"284"	"52"	"5499"
"101"	"5"	"150"	"36"	"28198"
"101"	"6"	"20"	"138"	"71999"
"101"	"7"	"102"	"123"	"204269"
"102"	"1"	"196"	"69"	"109999"
"102"	"2"	"95"	"117"	"10999"
"102"	"3"	"247"	"149"	"33999"
"103"	"1"	"6"	"117"	"84999"
"103"	"2"	"258"	"142"	"5798"
"104"	"1"	"129"	"74"	"73499"
"104"	"2"	"171"	"90"	"38298"
"104"	"3"	"45"	"48"	"250169"
"104"	"4"	"48"	"51"	"12185"
"104"	"5"	"281"	"85"	"86498"
"104"	"6"	"51"	"139"	"226999"
"104"	"7"	"178"	"145"	"199989"
"105"	"1"	"31"	"116"	"44372"
"105"	"2"	"242"	"67"	"175199"
"105"	"3"	"275"	"45"	"39999"
"105"	"4"	"138"	"80"	"64599"
"105"	"5"	"103"	"77"	"80999"
"105"	"6"	"183"	"79"	"89999"
